case_id,ACT_1,ACT_2,ACT_3,ACT_4,Span_in_minutes
Case 77,Packing,Round Grinding - Q.C.,Turning - Machine 8,Final Inspection Q.C.,0
Case 77,Turning - Machine 8,Final Inspection Q.C.,Deburring - Manual,Turning - Machine 8,144
Case 77,Final Inspection Q.C.,Deburring - Manual,Turning - Machine 8,Lapping - Machine 1,56
Case 77,Deburring - Manual,Turning - Machine 8,Lapping - Machine 1,Round Grinding - Machine 3,0
Case 77,Turning - Machine 8,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,1
Case 77,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 12,2
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 12,Round Grinding - Machine 3,14
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 12,Round Grinding - Machine 3,Round Grinding - Machine 3,111
Case 77,Round Grinding - Machine 12,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,154
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,233
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Turning - Machine 8,113
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 3,Turning - Machine 8,Round Grinding - Machine 3,64
Case 77,Round Grinding - Machine 3,Turning - Machine 8,Round Grinding - Machine 3,Final Inspection Q.C.,8
Case 77,Turning - Machine 8,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,2161
Case 77,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,Round Grinding - Q.C.,460
Case 77,Final Inspection Q.C.,Round Grinding - Machine 3,Round Grinding - Q.C.,Turning - Machine 8,280
Case 77,Round Grinding - Machine 3,Round Grinding - Q.C.,Turning - Machine 8,Round Grinding - Q.C.,200
Case 77,Round Grinding - Q.C.,Turning - Machine 8,Round Grinding - Q.C.,Round Grinding - Q.C.,282
Case 77,Round Grinding - Q.C.,Round Grinding - Q.C.,Deburring - Manual,Final Inspection Q.C.,100
Case 77,Round Grinding - Q.C.,Deburring - Manual,Final Inspection Q.C.,Turning - Machine 8,230
Case 77,Deburring - Manual,Final Inspection Q.C.,Turning - Machine 8,Packing,407
Case 77,Final Inspection Q.C.,Turning - Machine 8,Packing,Final Inspection Q.C.,60
Case 77,Turning - Machine 8,Packing,Final Inspection Q.C.,Turning - Machine 8,1
Case 77,Final Inspection Q.C.,Turning - Machine 8,Deburring - Manual,Final Inspection Q.C.,122
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,207
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,105
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,392
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,531
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,185
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,194
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,228
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,147
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,2
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,60
Case 78,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,45
Case 78,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 5,0
Case 78,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 5,Laser Marking - Machine 7,49
Case 78,Turning & Milling Q.C.,Turning & Milling - Machine 5,Laser Marking - Machine 7,Turning & Milling - Machine 5,27
Case 78,Turning & Milling - Machine 5,Laser Marking - Machine 7,Turning & Milling - Machine 5,Turning & Milling - Machine 5,461
Case 78,Laser Marking - Machine 7,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,0
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,281
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,1
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,336
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,304
Case 78,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling - Machine 5,299
Case 78,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,37
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,300
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,1315
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,428
Case 78,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling - Machine 5,553
Case 78,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Laser Marking - Machine 7,61
Case 78,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Laser Marking - Machine 7,Turning & Milling - Machine 5,63
Case 78,Turning & Milling - Machine 5,Laser Marking - Machine 7,Turning & Milling - Machine 5,Turning & Milling Q.C.,381
Case 78,Laser Marking - Machine 7,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,0
Case 78,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,418
Case 78,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,0
Case 78,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,Laser Marking - Machine 7,0
Case 78,Turning & Milling Q.C.,Laser Marking - Machine 7,Laser Marking - Machine 7,Turning & Milling Q.C.,302
Case 78,Laser Marking - Machine 7,Laser Marking - Machine 7,Turning & Milling Q.C.,Turning & Milling Q.C.,96
Case 78,Laser Marking - Machine 7,Turning & Milling Q.C.,Turning & Milling Q.C.,Lapping - Machine 1,15
Case 78,Turning & Milling Q.C.,Turning & Milling Q.C.,Lapping - Machine 1,Lapping - Machine 1,6
Case 78,Turning & Milling Q.C.,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,0
Case 78,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,0
Case 78,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,233
Case 78,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Lapping - Machine 1,121
Case 78,Round Grinding - Machine 2,Round Grinding - Machine 2,Lapping - Machine 1,Turning & Milling Q.C.,341
Case 78,Round Grinding - Machine 2,Lapping - Machine 1,Turning & Milling Q.C.,Turning & Milling Q.C.,215
Case 78,Lapping - Machine 1,Turning & Milling Q.C.,Turning & Milling Q.C.,Round Grinding - Machine 2,163
Case 78,Turning & Milling Q.C.,Turning & Milling Q.C.,Round Grinding - Machine 2,Lapping - Machine 1,4
Case 79,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,61
Case 79,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,Final Inspection Q.C.,229
Case 79,Lapping - Machine 1,Lapping - Machine 1,Final Inspection Q.C.,Packing,0
Case 80,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Laser Marking - Machine 7,210
Case 80,Turning & Milling - Machine 5,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,421
Case 80,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,138
Case 80,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,21
Case 80,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,0
Case 80,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,19
Case 80,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,103
Case 80,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,128
Case 82,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,474
Case 82,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,17
Case 82,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Laser Marking - Machine 7,47
Case 82,Turning & Milling Q.C.,Laser Marking - Machine 7,Grinding Rework,Lapping - Machine 1,232
Case 82,Laser Marking - Machine 7,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,60
Case 82,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,74
Case 82,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,222
Case 82,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,81
Case 83,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,0
Case 83,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,408
Case 83,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,98
Case 83,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,379
Case 83,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling - Machine 5,193
Case 83,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,60
Case 83,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Lapping - Machine 1,327
Case 83,Turning & Milling - Machine 5,Turning & Milling Q.C.,Lapping - Machine 1,Laser Marking - Machine 7,330
Case 83,Turning & Milling Q.C.,Lapping - Machine 1,Laser Marking - Machine 7,Flat Grinding - Machine 11,90
Case 83,Lapping - Machine 1,Laser Marking - Machine 7,Flat Grinding - Machine 11,Lapping - Machine 1,0
Case 83,Laser Marking - Machine 7,Flat Grinding - Machine 11,Lapping - Machine 1,Flat Grinding - Machine 11,33
Case 83,Flat Grinding - Machine 11,Lapping - Machine 1,Flat Grinding - Machine 11,Lapping - Machine 1,76
Case 84,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,364
Case 84,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,63
Case 84,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,29
Case 84,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,16
Case 84,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling Q.C.,311
Case 84,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling Q.C.,Laser Marking - Machine 7,61
Case 84,Turning & Milling - Machine 8,Turning & Milling Q.C.,Laser Marking - Machine 7,Flat Grinding - Machine 11,160
Case 84,Turning & Milling Q.C.,Laser Marking - Machine 7,Flat Grinding - Machine 11,Round Grinding - Manual,1
Case 84,Laser Marking - Machine 7,Flat Grinding - Machine 11,Round Grinding - Manual,Round Grinding - Manual,53
Case 84,Flat Grinding - Machine 11,Round Grinding - Manual,Round Grinding - Manual,Final Inspection Q.C.,35
Case 84,Round Grinding - Manual,Round Grinding - Manual,Final Inspection Q.C.,Packing,177
Case 84,Round Grinding - Manual,Final Inspection Q.C.,Packing,Final Inspection Q.C.,277
Case 84,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Final Inspection Q.C.,377
Case 84,Packing,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,0
Case 84,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Grinding Rework - Machine 27,1
Case 84,Final Inspection Q.C.,Final Inspection Q.C.,Grinding Rework - Machine 27,Packing,165
Case 84,Final Inspection Q.C.,Grinding Rework - Machine 27,Packing,Packing,0
Case 84,Grinding Rework - Machine 27,Packing,Packing,Final Inspection Q.C.,120
Case 85,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,576
Case 85,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,62
Case 85,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,249
Case 86,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,161
Case 86,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,369
Case 86,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,94
Case 86,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,629
Case 86,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,70
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,428
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,311
Case 87,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,345
Case 87,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,71
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,0
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,214
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,235
Case 87,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,418
Case 87,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,18
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,583
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,113
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,648
Case 87,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,660
Case 87,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,32
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,91
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,225
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,412
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,106
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,537
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling Q.C.,649
Case 87,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 4,360
Case 87,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,35
Case 87,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,6
Case 87,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,600
